,County,Month,Year,Deaths,AgeGroup,City,Temp
1451,St. Louis,10,2009,33,65-74,Duluth,39.0
1452,St. Louis,10,2009,40,75-84,Duluth,39.0
1453,St. Louis,10,2009,75,85+,Duluth,39.0
1454,St. Louis,11,2009,15,45-54,Duluth,37.9
1455,St. Louis,11,2009,23,55-64,Duluth,37.9
1456,St. Louis,11,2009,21,65-74,Duluth,37.9
1457,St. Louis,11,2009,35,75-84,Duluth,37.9
1458,St. Louis,11,2009,62,85+,Duluth,37.9
1459,St. Louis,12,2009,14,45-54,Duluth,12.4
1460,St. Louis,12,2009,19,55-64,Duluth,12.4
1461,St. Louis,12,2009,29,65-74,Duluth,12.4
1462,St. Louis,12,2009,51,75-84,Duluth,12.4
1463,St. Louis,12,2009,72,85+,Duluth,12.4
1464,Washington,10,2009,10,45-54,Stillwater,42.5
1465,Washington,10,2009,13,55-64,Stillwater,42.5
1466,Washington,10,2009,27,65-74,Stillwater,42.5
1467,Washington,10,2009,31,75-84,Stillwater,42.5
1468,Washington,10,2009,34,85+,Stillwater,42.5
1469,Carver,5,2009,12,55-64,Chaska,56.9
1470,Carver,5,2009,13,85+,Chaska,56.9
1471,Crow Wing,4,2009,11,55-64,Brainerd,43.3
1472,Crow Wing,4,2009,14,75-84,Brainerd,43.3
1473,Crow Wing,4,2009,17,85+,Brainerd,43.3
1474,Freeborn,3,2009,10,55-64,Albert Lea,31.4
1475,Freeborn,3,2009,11,85+,Albert Lea,31.4
1476,Olmsted,1,2009,12,55-64,Rochester,8.5
1477,Olmsted,1,2009,15,65-74,Rochester,8.5
1478,Olmsted,1,2009,29,75-84,Rochester,8.5
1479,Olmsted,1,2009,37,85+,Rochester,8.5
1480,Olmsted,6,2009,10,55-64,Rochester,65.9
1481,Olmsted,6,2009,11,65-74,Rochester,65.9
1482,Olmsted,6,2009,17,75-84,Rochester,65.9
1483,Olmsted,6,2009,29,85+,Rochester,65.9
1484,St. Louis,2,2009,17,55-64,Duluth,15.2
1485,St. Louis,2,2009,18,65-74,Duluth,15.2
1486,St. Louis,2,2009,48,75-84,Duluth,15.2
1487,St. Louis,2,2009,62,85+,Duluth,15.2
1488,St. Louis,4,2009,17,55-64,Duluth,39.7
1489,St. Louis,4,2009,24,65-74,Duluth,39.7
1490,St. Louis,4,2009,26,75-84,Duluth,39.7
1491,St. Louis,4,2009,69,85+,Duluth,39.7
1492,St. Louis,5,2009,14,55-64,Duluth,50.2
1493,St. Louis,5,2009,32,65-74,Duluth,50.2
1494,St. Louis,5,2009,54,75-84,Duluth,50.2
1495,St. Louis,5,2009,55,85+,Duluth,50.2
1496,St. Louis,7,2009,25,55-64,Duluth,62.1
1497,St. Louis,7,2009,27,65-74,Duluth,62.1
1498,St. Louis,7,2009,36,75-84,Duluth,62.1
1499,St. Louis,7,2009,56,85+,Duluth,62.1
1500,St. Louis,8,2009,15,55-64,Duluth,62.2
1501,St. Louis,8,2009,18,65-74,Duluth,62.2
1502,St. Louis,8,2009,37,75-84,Duluth,62.2
1503,St. Louis,8,2009,68,85+,Duluth,62.2
1504,Stearns,7,2009,12,55-64,St Cloud,66.0
1505,Stearns,7,2009,13,65-74,St Cloud,66.0
1506,Stearns,7,2009,23,75-84,St Cloud,66.0
1507,Stearns,7,2009,22,85+,St Cloud,66.0
1508,Washington,1,2009,16,55-64,Stillwater,3.5
1509,Washington,1,2009,23,65-74,Stillwater,3.5
1510,Washington,1,2009,21,75-84,Stillwater,3.5
1511,Washington,1,2009,36,85+,Stillwater,3.5
1512,Washington,2,2009,15,55-64,Stillwater,18.4
1513,Washington,2,2009,21,65-74,Stillwater,18.4
1514,Washington,2,2009,25,75-84,Stillwater,18.4
1515,Washington,2,2009,44,85+,Stillwater,18.4
1516,Washington,3,2009,14,55-64,Stillwater,28.5
1517,Washington,3,2009,19,65-74,Stillwater,28.5
1518,Washington,3,2009,24,75-84,Stillwater,28.5
1519,Washington,3,2009,22,85+,Stillwater,28.5
1520,Washington,4,2009,13,55-64,Stillwater,45.2
1521,Washington,4,2009,18,65-74,Stillwater,45.2
1522,Washington,4,2009,24,75-84,Stillwater,45.2
1523,Washington,4,2009,40,85+,Stillwater,45.2
1524,Washington,5,2009,14,55-64,Stillwater,56.7
1525,Washington,5,2009,16,65-74,Stillwater,56.7
1526,Washington,5,2009,28,75-84,Stillwater,56.7
1527,Washington,5,2009,32,85+,Stillwater,56.7
1528,Washington,6,2009,12,55-64,Stillwater,64.4
1529,Washington,6,2009,16,65-74,Stillwater,64.4
1530,Washington,6,2009,21,75-84,Stillwater,64.4
1531,Washington,6,2009,27,85+,Stillwater,64.4
1532,Washington,8,2009,12,55-64,Stillwater,66.6
1533,Washington,8,2009,13,65-74,Stillwater,66.6
1534,Washington,8,2009,25,75-84,Stillwater,66.6
1535,Washington,8,2009,32,85+,Stillwater,66.6
1536,Washington,11,2009,12,55-64,Stillwater,40.6
1537,Washington,11,2009,21,65-74,Stillwater,40.6
1538,Washington,11,2009,40,75-84,Stillwater,40.6
1539,Washington,11,2009,34,85+,Stillwater,40.6
1540,Washington,12,2009,20,55-64,Stillwater,16.4
1541,Washington,12,2009,22,65-74,Stillwater,16.4
1542,Washington,12,2009,29,75-84,Stillwater,16.4
1543,Washington,12,2009,37,85+,Stillwater,16.4
1544,Crow Wing,5,2009,11,65-74,Brainerd,54.2
1545,Crow Wing,5,2009,13,75-84,Brainerd,54.2
1546,Crow Wing,5,2009,17,85+,Brainerd,54.2
1547,Crow Wing,6,2009,10,65-74,Brainerd,62.6
1548,Crow Wing,6,2009,13,75-84,Brainerd,62.6
1549,Crow Wing,6,2009,21,85+,Brainerd,62.6
1550,Crow Wing,11,2009,14,65-74,Brainerd,38.5
1551,Crow Wing,11,2009,18,75-84,Brainerd,38.5
1552,Crow Wing,11,2009,12,85+,Brainerd,38.5
1553,Crow Wing,12,2009,12,65-74,Brainerd,12.7
1554,Crow Wing,12,2009,11,75-84,Brainerd,12.7
1555,Crow Wing,12,2009,16,85+,Brainerd,12.7
1556,Itasca,7,2009,13,65-74,Grand Rapids,62.6
1557,Itasca,7,2009,12,75-84,Grand Rapids,62.6
1558,Itasca,7,2009,15,85+,Grand Rapids,62.6
1559,Olmsted,4,2009,14,65-74,Rochester,46.1
1560,Olmsted,4,2009,19,75-84,Rochester,46.1
1561,Olmsted,4,2009,21,85+,Rochester,46.1
1562,Olmsted,5,2009,12,65-74,Rochester,58.0
1563,Olmsted,5,2009,15,75-84,Rochester,58.0
1564,Olmsted,5,2009,31,85+,Rochester,58.0
1565,Olmsted,8,2009,12,65-74,Rochester,65.7
1566,Olmsted,8,2009,23,75-84,Rochester,65.7
1567,Olmsted,8,2009,19,85+,Rochester,65.7
1568,Olmsted,10,2009,13,65-74,Rochester,42.5
1569,Olmsted,10,2009,17,75-84,Rochester,42.5
1570,Olmsted,10,2009,31,85+,Rochester,42.5
1571,Olmsted,12,2009,11,65-74,Rochester,16.7
1572,Olmsted,12,2009,19,75-84,Rochester,16.7
1573,Olmsted,12,2009,24,85+,Rochester,16.7
1574,Rice,12,2009,11,65-74,Faribault,15.1
1575,Rice,12,2009,10,75-84,Faribault,15.1
1576,Rice,12,2009,18,85+,Faribault,15.1
1577,Stearns,3,2009,14,65-74,St Cloud,27.5
1578,Stearns,3,2009,15,75-84,St Cloud,27.5
1579,Stearns,3,2009,28,85+,St Cloud,27.5
1580,Stearns,9,2009,12,65-74,St Cloud,63.3
1581,Stearns,9,2009,26,75-84,St Cloud,63.3
1582,Stearns,9,2009,17,85+,St Cloud,63.3
1583,Stearns,10,2009,15,65-74,St Cloud,40.9
1584,Stearns,10,2009,28,75-84,St Cloud,40.9
1585,Stearns,10,2009,33,85+,St Cloud,40.9
1586,Washington,9,2009,19,65-74,Stillwater,64.3
1587,Washington,9,2009,23,75-84,Stillwater,64.3
1588,Washington,9,2009,34,85+,Stillwater,64.3
1589,Wright,1,2009,11,65-74,Buffalo,3.3
1590,Wright,1,2009,17,75-84,Buffalo,3.3
1591,Wright,1,2009,22,85+,Buffalo,3.3
1592,Wright,6,2009,10,65-74,Buffalo,64.0
1593,Wright,6,2009,14,75-84,Buffalo,64.0
1594,Wright,6,2009,12,85+,Buffalo,64.0
1595,Wright,7,2009,13,65-74,Buffalo,66.1
1596,Wright,7,2009,11,85+,Buffalo,66.1
1597,Wright,12,2009,13,65-74,Buffalo,14.0
1598,Wright,12,2009,12,75-84,Buffalo,14.0
1599,Wright,12,2009,13,85+,Buffalo,14.0
1600,Blue Earth,8,2009,10,75-84,Mankato,67.7
1601,Blue Earth,8,2009,15,85+,Mankato,67.7
1602,Blue Earth,10,2009,13,75-84,Mankato,42.6
1603,Blue Earth,10,2009,14,85+,Mankato,42.6
1604,Blue Earth,12,2009,11,75-84,Mankato,16.0
1605,Blue Earth,12,2009,19,85+,Mankato,16.0
1606,Carver,1,2009,18,75-84,Chaska,3.5
1607,Carver,1,2009,16,85+,Chaska,3.5
1608,Carver,2,2009,14,75-84,Chaska,18.6
1609,Carver,2,2009,13,85+,Chaska,18.6
1610,Carver,6,2009,11,75-84,Chaska,64.3
1611,Carver,6,2009,18,85+,Chaska,64.3
1612,Carver,7,2009,12,75-84,Chaska,66.8
1613,Clay,3,2009,12,75-84,Moorhead,24.0
1614,Clay,3,2009,20,85+,Moorhead,24.0
1615,Clay,5,2009,10,75-84,Moorhead,53.8
1616,Clay,5,2009,10,85+,Moorhead,53.8
1617,Clay,10,2009,10,75-84,Moorhead,40.3
1618,Clay,10,2009,17,85+,Moorhead,40.3
1619,Clay,12,2009,13,75-84,Moorhead,9.7
1620,Clay,12,2009,18,85+,Moorhead,9.7
1621,Crow Wing,1,2009,20,75-84,Brainerd,3.1
1622,Crow Wing,1,2009,18,85+,Brainerd,3.1
1623,Crow Wing,2,2009,13,75-84,Brainerd,15.3
1624,Crow Wing,2,2009,15,85+,Brainerd,15.3
1625,Crow Wing,3,2009,17,75-84,Brainerd,26.3
1626,Crow Wing,3,2009,19,85+,Brainerd,26.3
1627,Crow Wing,7,2009,12,75-84,Brainerd,65.3
1628,Crow Wing,7,2009,14,85+,Brainerd,65.3
1629,Crow Wing,8,2009,14,75-84,Brainerd,65.4
1630,Crow Wing,8,2009,16,85+,Brainerd,65.4
1631,Crow Wing,9,2009,17,75-84,Brainerd,63.6
1632,Crow Wing,9,2009,17,85+,Brainerd,63.6
1633,Crow Wing,10,2009,10,75-84,Brainerd,40.0
1634,Crow Wing,10,2009,21,85+,Brainerd,40.0
1635,Douglas,1,2009,10,75-84,Alexandria,2.4
1636,Douglas,2,2009,15,75-84,Alexandria,13.8
1637,Douglas,2,2009,19,85+,Alexandria,13.8
1638,Douglas,3,2009,12,75-84,Alexandria,25.3
1639,Douglas,3,2009,24,85+,Alexandria,25.3
1640,Douglas,6,2009,11,75-84,Alexandria,63.4
1641,Douglas,6,2009,13,85+,Alexandria,63.4
1642,Douglas,10,2009,10,75-84,Alexandria,39.9
1643,Douglas,10,2009,14,85+,Alexandria,39.9
1644,Douglas,12,2009,10,75-84,Alexandria,12.2
1645,Freeborn,1,2009,15,75-84,Albert Lea,6.5
1646,Freeborn,1,2009,11,85+,Albert Lea,6.5
1647,Freeborn,6,2009,11,75-84,Albert Lea,66.1
1648,Freeborn,6,2009,16,85+,Albert Lea,66.1
1649,Freeborn,10,2009,10,75-84,Albert Lea,42.1
1650,Freeborn,10,2009,23,85+,Albert Lea,42.1
1651,Goodhue,2,2009,10,75-84,Red Wing,20.4
1652,Goodhue,2,2009,16,85+,Red Wing,20.4
1653,Goodhue,7,2009,12,75-84,Red Wing,66.6
1654,Goodhue,7,2009,14,85+,Red Wing,66.6
1655,Goodhue,11,2009,10,75-84,Red Wing,41.0
1656,Goodhue,11,2009,11,85+,Red Wing,41.0
1657,Isanti,3,2009,11,75-84,Cambridge,22.2
1658,Itasca,1,2009,10,75-84,Grand Rapids,2.6
1659,Itasca,1,2009,17,85+,Grand Rapids,2.6
1660,Itasca,3,2009,11,75-84,Grand Rapids,26.1
1661,Itasca,3,2009,14,85+,Grand Rapids,26.1
1662,Itasca,5,2009,10,75-84,Grand Rapids,51.4
1663,Itasca,5,2009,16,85+,Grand Rapids,51.4
1664,Itasca,6,2009,12,75-84,Grand Rapids,61.3
1665,Itasca,8,2009,12,75-84,Grand Rapids,63.1
1666,Itasca,8,2009,15,85+,Grand Rapids,63.1
1667,Itasca,11,2009,10,75-84,Grand Rapids,36.9
1668,Itasca,11,2009,11,85+,Grand Rapids,36.9
1669,Mower,1,2009,13,75-84,Austin,5.3
1670,Mower,5,2009,14,75-84,Austin,56.3
1671,Mower,5,2009,13,85+,Austin,56.3
1672,Mower,7,2009,12,75-84,Austin,65.4
1673,Mower,7,2009,11,85+,Austin,65.4
1674,Mower,12,2009,13,75-84,Austin,15.8
1675,Mower,12,2009,11,85+,Austin,15.8
1676,Olmsted,2,2009,14,75-84,Rochester,20.7
1677,Olmsted,2,2009,24,85+,Rochester,20.7
1678,Olmsted,3,2009,22,75-84,Rochester,32.7
1679,Olmsted,3,2009,35,85+,Rochester,32.7
1680,Olmsted,7,2009,11,75-84,Rochester,65.3
1681,Olmsted,7,2009,22,85+,Rochester,65.3
1682,Olmsted,9,2009,17,75-84,Rochester,62.6
1683,Olmsted,9,2009,21,85+,Rochester,62.6
1684,Olmsted,11,2009,20,75-84,Rochester,42.8
1685,Olmsted,11,2009,30,85+,Rochester,42.8
1686,Rice,1,2009,10,75-84,Faribault,6.1
1687,Rice,1,2009,18,85+,Faribault,6.1
1688,Rice,2,2009,10,75-84,Faribault,19.9
1689,Rice,2,2009,19,85+,Faribault,19.9
1690,Rice,3,2009,16,75-84,Faribault,31.0
1691,Rice,3,2009,21,85+,Faribault,31.0
1692,Rice,9,2009,14,75-84,Faribault,64.0
1693,Rice,9,2009,19,85+,Faribault,64.0
1694,Sherburne,1,2009,16,75-84,Elk River,4.3
1695,Sherburne,1,2009,13,85+,Elk River,4.3
1696,Sherburne,3,2009,14,75-84,Elk River,28.0
1697,Sherburne,3,2009,16,85+,Elk River,28.0
1698,Sherburne,4,2009,13,75-84,Elk River,45.6
1699,Sherburne,11,2009,10,75-84,Elk River,40.6
1700,Sherburne,11,2009,12,85+,Elk River,40.6
1701,Stearns,1,2009,23,75-84,St Cloud,3.3
1702,Stearns,1,2009,32,85+,St Cloud,3.3
1703,Stearns,2,2009,20,75-84,St Cloud,16.4
1704,Stearns,2,2009,22,85+,St Cloud,16.4
1705,Stearns,4,2009,17,75-84,St Cloud,44.2
1706,Stearns,4,2009,36,85+,St Cloud,44.2
1707,Stearns,5,2009,22,75-84,St Cloud,55.3
1708,Stearns,5,2009,23,85+,St Cloud,55.3
1709,Stearns,8,2009,13,75-84,St Cloud,65.9
1710,Stearns,8,2009,21,85+,St Cloud,65.9
1711,Stearns,11,2009,14,75-84,St Cloud,39.4
1712,Stearns,11,2009,25,85+,St Cloud,39.4
1713,Stearns,12,2009,27,75-84,St Cloud,14.4
1714,Stearns,12,2009,32,85+,St Cloud,14.4
1715,Steele,9,2009,15,75-84,Owatonna,64.3
1716,Winona,2,2009,12,75-84,Winona,22.9
1717,Winona,2,2009,11,85+,Winona,22.9
1718,Winona,3,2009,15,75-84,Winona,35.1
1719,Winona,3,2009,20,85+,Winona,35.1
1720,Winona,4,2009,11,75-84,Winona,46.8
1721,Winona,4,2009,20,85+,Winona,46.8
1722,Winona,6,2009,13,75-84,Winona,65.9
1723,Winona,6,2009,11,85+,Winona,65.9
1724,Winona,8,2009,10,75-84,Winona,68.0
1725,Winona,8,2009,18,85+,Winona,68.0
1726,Winona,10,2009,10,75-84,Winona,43.9
1727,Winona,10,2009,21,85+,Winona,43.9
1728,Wright,3,2009,19,75-84,Buffalo,29.3
1729,Wright,3,2009,19,85+,Buffalo,29.3
1730,Wright,4,2009,10,75-84,Buffalo,44.7
1731,Wright,4,2009,17,85+,Buffalo,44.7
1732,Wright,8,2009,18,75-84,Buffalo,66.4
1733,Wright,8,2009,18,85+,Buffalo,66.4
1734,Wright,9,2009,13,75-84,Buffalo,63.5
1735,Wright,9,2009,15,85+,Buffalo,63.5
1736,Wright,10,2009,11,75-84,Buffalo,41.1
1737,Wright,10,2009,13,85+,Buffalo,41.1
1738,Wright,11,2009,15,75-84,Buffalo,40.5
1739,Wright,11,2009,17,85+,Buffalo,40.5
1740,Aitkin,1,2009,11,85+,Aitkin,3.2
1741,Aitkin,5,2009,10,85+,Aitkin,50.2
1742,Aitkin,12,2009,10,85+,Aitkin,13.6
1743,Becker,4,2009,10,85+,Detroit Lakes,40.2
1744,Becker,8,2009,13,85+,Detroit Lakes,65.0
1745,Blue Earth,9,2009,15,85+,Mankato,64.2
1746,Blue Earth,11,2009,17,85+,Mankato,42.2
1747,Carver,4,2009,12,85+,Chaska,45.0
1748,Carver,8,2009,15,85+,Chaska,66.5
1749,Carver,9,2009,10,85+,Chaska,63.6
1750,Carver,10,2009,17,85+,Chaska,41.6
1751,Carver,11,2009,12,85+,Chaska,40.2
1752,Carver,12,2009,13,85+,Chaska,15.5
1753,Clay,1,2009,11,85+,Moorhead,1.7
1754,Clay,2,2009,10,85+,Moorhead,11.6
1755,Clay,4,2009,13,85+,Moorhead,41.9
1756,Clay,6,2009,14,85+,Moorhead,63.6
1757,Clay,7,2009,14,85+,Moorhead,66.5
1758,Clay,8,2009,11,85+,Moorhead,65.9
1759,Clay,9,2009,21,85+,Moorhead,65.1
1760,Clay,11,2009,18,85+,Moorhead,38.4
1761,Douglas,4,2009,16,85+,Alexandria,42.3
1762,Douglas,5,2009,14,85+,Alexandria,55.9
1763,Douglas,7,2009,12,85+,Alexandria,66.5
1764,Douglas,8,2009,12,85+,Alexandria,66.3
1765,Douglas,9,2009,14,85+,Alexandria,63.8
1766,Douglas,11,2009,11,85+,Alexandria,38.7
1767,Fillmore,1,2009,12,85+,Preston,5.7
1768,Fillmore,3,2009,14,85+,Preston,32.1
1769,Fillmore,4,2009,10,85+,Preston,44.7
1770,Fillmore,6,2009,10,85+,Preston,65.3
1771,Fillmore,7,2009,10,85+,Preston,65.6
1772,Fillmore,9,2009,11,85+,Preston,62.2
1773,Fillmore,11,2009,10,85+,Preston,41.2
1774,Fillmore,12,2009,12,85+,Preston,17.1
1775,Freeborn,2,2009,13,85+,Albert Lea,20.8
1776,Freeborn,4,2009,13,85+,Albert Lea,45.6
1777,Freeborn,5,2009,11,85+,Albert Lea,57.6
1778,Freeborn,7,2009,18,85+,Albert Lea,67.0
1779,Freeborn,8,2009,14,85+,Albert Lea,66.4
1780,Freeborn,11,2009,16,85+,Albert Lea,40.9
1781,Freeborn,12,2009,13,85+,Albert Lea,16.3
1782,Goodhue,1,2009,25,85+,Red Wing,4.8
1783,Goodhue,3,2009,21,85+,Red Wing,30.5
1784,Goodhue,4,2009,12,85+,Red Wing,46.7
1785,Goodhue,5,2009,14,85+,Red Wing,58.3
1786,Goodhue,6,2009,13,85+,Red Wing,65.0
1787,Goodhue,9,2009,14,85+,Red Wing,64.9
1788,Goodhue,10,2009,14,85+,Red Wing,43.4
1789,Goodhue,12,2009,18,85+,Red Wing,18.2
1790,Houston,1,2009,11,85+,Caledonia,5.9
1791,Houston,4,2009,11,85+,Caledonia,44.4
1792,Isanti,1,2009,10,85+,Cambridge,2.6
1793,Isanti,10,2009,11,85+,Cambridge,43.2
1794,Itasca,2,2009,13,85+,Grand Rapids,15.4
1795,Itasca,4,2009,10,85+,Grand Rapids,42.4
1796,Itasca,9,2009,10,85+,Grand Rapids,62.6
1797,Itasca,10,2009,14,85+,Grand Rapids,38.7
1798,Itasca,12,2009,18,85+,Grand Rapids,11.7
1799,Lyon,1,2009,10,85+,Marshall,8.7
1800,Lyon,3,2009,10,85+,Marshall,29.3
1801,Lyon,9,2009,14,85+,Marshall,64.8
1802,Meeker,1,2009,10,85+,Litchfield,2.6
1803,Mille Lacs,5,2009,12,85+,Milaca,54.5
1804,Mille Lacs,11,2009,11,85+,Milaca,38.5
1805,Mower,2,2009,14,85+,Austin,19.6
1806,Mower,3,2009,15,85+,Austin,30.8
1807,Mower,4,2009,12,85+,Austin,44.7
1808,Mower,6,2009,15,85+,Austin,64.7
1809,Mower,8,2009,14,85+,Austin,65.2
1810,Mower,10,2009,14,85+,Austin,41.7
1811,Nicollet,9,2009,12,85+,St Peter,64.2
1812,Nicollet,10,2009,10,85+,St Peter,41.9
1813,Nicollet,12,2009,11,85+,St Peter,15.2
1814,Nobles,6,2009,10,85+,Worthington,65.1
1815,Nobles,8,2009,10,85+,Worthington,66.2
1816,Redwood,4,2009,11,85+,Redwood Falls,46.6
1817,Redwood,9,2009,11,85+,Redwood Falls,64.4
1818,Rice,4,2009,13,85+,Faribault,44.9
1819,Rice,5,2009,15,85+,Faribault,56.8
1820,Rice,6,2009,17,85+,Faribault,64.8
1821,Rice,7,2009,11,85+,Faribault,66.7
1822,Rice,10,2009,10,85+,Faribault,43.1
1823,Rice,11,2009,11,85+,Faribault,41.1
1824,Sherburne,2,2009,15,85+,Elk River,18.1
1825,Sherburne,5,2009,20,85+,Elk River,57.5
1826,Sherburne,6,2009,11,85+,Elk River,65.8
1827,Sherburne,7,2009,13,85+,Elk River,68.2
1828,Sherburne,8,2009,14,85+,Elk River,68.0
1829,Sherburne,10,2009,16,85+,Elk River,42.0
1830,Sherburne,12,2009,13,85+,Elk River,16.5
1831,Stearns,6,2009,31,85+,St Cloud,63.4
1832,Steele,3,2009,14,85+,Owatonna,30.6
1833,Steele,7,2009,10,85+,Owatonna,66.5
1834,Steele,8,2009,11,85+,Owatonna,66.7
1835,Steele,10,2009,16,85+,Owatonna,42.0
1836,Steele,12,2009,11,85+,Owatonna,15.8
1837,Todd,3,2009,13,85+,Long Prairie,22.7
1838,Wadena,4,2009,11,85+,Wadena,39.3
1839,Winona,1,2009,21,85+,Winona,6.0
1840,Winona,5,2009,11,85+,Winona,57.7
1841,Winona,7,2009,13,85+,Winona,66.7
1842,Winona,9,2009,13,85+,Winona,64.7
1843,Winona,11,2009,13,85+,Winona,42.6
1844,Winona,12,2009,16,85+,Winona,20.1
1845,Wright,5,2009,11,85+,Buffalo,56.4
1846,Hennepin,3,2010,10,1,Minneapolis,41.0
1847,Hennepin,3,2010,12,25-34,Minneapolis,41.0
1848,Hennepin,3,2010,12,35-44,Minneapolis,41.0
1849,Hennepin,3,2010,40,45-54,Minneapolis,41.0
1850,Hennepin,3,2010,88,55-64,Minneapolis,41.0
1851,Hennepin,3,2010,84,65-74,Minneapolis,41.0
1852,Hennepin,3,2010,173,75-84,Minneapolis,41.0
1853,Hennepin,3,2010,269,85+,Minneapolis,41.0
1854,Hennepin,4,2010,11,1,Minneapolis,54.9
1855,Hennepin,4,2010,17,25-34,Minneapolis,54.9
1856,Hennepin,4,2010,20,35-44,Minneapolis,54.9
1857,Hennepin,4,2010,59,45-54,Minneapolis,54.9
1858,Hennepin,4,2010,76,55-64,Minneapolis,54.9
1859,Hennepin,4,2010,77,65-74,Minneapolis,54.9
1860,Hennepin,4,2010,156,75-84,Minneapolis,54.9
1861,Hennepin,4,2010,246,85+,Minneapolis,54.9
1862,Hennepin,1,2010,13,15-24,Minneapolis,13.0
1863,Hennepin,1,2010,16,35-44,Minneapolis,13.0
1864,Hennepin,1,2010,47,45-54,Minneapolis,13.0
1865,Hennepin,1,2010,71,55-64,Minneapolis,13.0
1866,Hennepin,1,2010,107,65-74,Minneapolis,13.0
1867,Hennepin,1,2010,166,75-84,Minneapolis,13.0
1868,Hennepin,1,2010,262,85+,Minneapolis,13.0
1869,Hennepin,7,2010,10,15-24,Minneapolis,76.3
1870,Hennepin,7,2010,12,25-34,Minneapolis,76.3
1871,Hennepin,7,2010,14,35-44,Minneapolis,76.3
1872,Hennepin,7,2010,43,45-54,Minneapolis,76.3
1873,Hennepin,7,2010,73,55-64,Minneapolis,76.3
1874,Hennepin,7,2010,97,65-74,Minneapolis,76.3
1875,Hennepin,7,2010,128,75-84,Minneapolis,76.3
1876,Hennepin,7,2010,196,85+,Minneapolis,76.3
1877,Hennepin,2,2010,14,25-34,Minneapolis,19.7
1878,Hennepin,2,2010,11,35-44,Minneapolis,19.7
1879,Hennepin,2,2010,44,45-54,Minneapolis,19.7
1880,Hennepin,2,2010,88,55-64,Minneapolis,19.7
1881,Hennepin,2,2010,81,65-74,Minneapolis,19.7
1882,Hennepin,2,2010,162,75-84,Minneapolis,19.7
1883,Hennepin,2,2010,246,85+,Minneapolis,19.7
1884,Hennepin,6,2010,10,25-34,Minneapolis,69.3
1885,Hennepin,6,2010,16,35-44,Minneapolis,69.3
1886,Hennepin,6,2010,37,45-54,Minneapolis,69.3
1887,Hennepin,6,2010,72,55-64,Minneapolis,69.3
1888,Hennepin,6,2010,69,65-74,Minneapolis,69.3
1889,Hennepin,6,2010,143,75-84,Minneapolis,69.3
1890,Hennepin,6,2010,231,85+,Minneapolis,69.3
1891,Hennepin,9,2010,10,25-34,Minneapolis,60.2
1892,Hennepin,9,2010,14,35-44,Minneapolis,60.2
1893,Hennepin,9,2010,37,45-54,Minneapolis,60.2
1894,Hennepin,9,2010,79,55-64,Minneapolis,60.2
1895,Hennepin,9,2010,86,65-74,Minneapolis,60.2
1896,Hennepin,9,2010,140,75-84,Minneapolis,60.2
1897,Hennepin,9,2010,233,85+,Minneapolis,60.2
1898,Hennepin,11,2010,13,25-34,Minneapolis,35.3
1899,Hennepin,11,2010,18,35-44,Minneapolis,35.3
1900,Hennepin,11,2010,54,45-54,Minneapolis,35.3
1901,Hennepin,11,2010,80,55-64,Minneapolis,35.3
1902,Hennepin,11,2010,93,65-74,Minneapolis,35.3
1903,Hennepin,11,2010,137,75-84,Minneapolis,35.3
1904,Hennepin,11,2010,279,85+,Minneapolis,35.3
1905,Hennepin,5,2010,19,35-44,Minneapolis,60.7
1906,Hennepin,5,2010,40,45-54,Minneapolis,60.7
1907,Hennepin,5,2010,69,55-64,Minneapolis,60.7
1908,Hennepin,5,2010,90,65-74,Minneapolis,60.7
1909,Hennepin,5,2010,153,75-84,Minneapolis,60.7
1910,Hennepin,5,2010,233,85+,Minneapolis,60.7
1911,Hennepin,8,2010,13,35-44,Minneapolis,77.0
1912,Hennepin,8,2010,42,45-54,Minneapolis,77.0
1913,Hennepin,8,2010,78,55-64,Minneapolis,77.0
1914,Hennepin,8,2010,91,65-74,Minneapolis,77.0
1915,Hennepin,8,2010,125,75-84,Minneapolis,77.0
1916,Hennepin,8,2010,244,85+,Minneapolis,77.0
1917,Hennepin,10,2010,16,35-44,Minneapolis,54.0
1918,Hennepin,10,2010,40,45-54,Minneapolis,54.0
1919,Hennepin,10,2010,62,55-64,Minneapolis,54.0
1920,Hennepin,10,2010,86,65-74,Minneapolis,54.0
1921,Hennepin,10,2010,134,75-84,Minneapolis,54.0
1922,Hennepin,10,2010,265,85+,Minneapolis,54.0
1923,Hennepin,12,2010,15,35-44,Minneapolis,16.4
1924,Hennepin,12,2010,40,45-54,Minneapolis,16.4
1925,Hennepin,12,2010,92,55-64,Minneapolis,16.4
1926,Hennepin,12,2010,87,65-74,Minneapolis,16.4
1927,Hennepin,12,2010,166,75-84,Minneapolis,16.4
1928,Hennepin,12,2010,272,85+,Minneapolis,16.4
1929,Ramsey,5,2010,13,35-44,St Paul,60.7
1930,Ramsey,5,2010,24,45-54,St Paul,60.7
1931,Ramsey,5,2010,33,55-64,St Paul,60.7
1932,Ramsey,5,2010,33,65-74,St Paul,60.7
1933,Ramsey,5,2010,66,75-84,St Paul,60.7
1934,Ramsey,5,2010,119,85+,St Paul,60.7
1935,Ramsey,9,2010,12,35-44,St Paul,60.2
1936,Ramsey,9,2010,21,45-54,St Paul,60.2
1937,Ramsey,9,2010,29,55-64,St Paul,60.2
