,County,Month,Year,Deaths,AgeGroup,City,Temp
0,Hennepin,1,2007,11,1,Minneapolis,19.6
1,Hennepin,1,2007,10,15-24,Minneapolis,19.6
2,Hennepin,1,2007,16,35-44,Minneapolis,19.6
3,Hennepin,1,2007,52,45-54,Minneapolis,19.6
4,Hennepin,1,2007,83,55-64,Minneapolis,19.6
5,Hennepin,1,2007,89,65-74,Minneapolis,19.6
6,Hennepin,1,2007,188,75-84,Minneapolis,19.6
7,Hennepin,1,2007,263,85+,Minneapolis,19.6
8,Hennepin,5,2007,11,1,Minneapolis,64.1
9,Hennepin,5,2007,11,15-24,Minneapolis,64.1
10,Hennepin,5,2007,13,25-34,Minneapolis,64.1
11,Hennepin,5,2007,17,35-44,Minneapolis,64.1
12,Hennepin,5,2007,34,45-54,Minneapolis,64.1
13,Hennepin,5,2007,61,55-64,Minneapolis,64.1
14,Hennepin,5,2007,79,65-74,Minneapolis,64.1
15,Hennepin,5,2007,168,75-84,Minneapolis,64.1
16,Hennepin,5,2007,195,85+,Minneapolis,64.1
17,Hennepin,6,2007,11,1,Minneapolis,72.7
18,Hennepin,6,2007,17,35-44,Minneapolis,72.7
19,Hennepin,6,2007,38,45-54,Minneapolis,72.7
20,Hennepin,6,2007,50,55-64,Minneapolis,72.7
21,Hennepin,6,2007,68,65-74,Minneapolis,72.7
22,Hennepin,6,2007,141,75-84,Minneapolis,72.7
23,Hennepin,6,2007,197,85+,Minneapolis,72.7
24,Hennepin,7,2007,11,1,Minneapolis,76.0
25,Hennepin,7,2007,20,35-44,Minneapolis,76.0
26,Hennepin,7,2007,36,45-54,Minneapolis,76.0
27,Hennepin,7,2007,70,55-64,Minneapolis,76.0
28,Hennepin,7,2007,69,65-74,Minneapolis,76.0
29,Hennepin,7,2007,128,75-84,Minneapolis,76.0
30,Hennepin,7,2007,248,85+,Minneapolis,76.0
31,Hennepin,10,2007,13,1,Minneapolis,54.3
32,Hennepin,10,2007,11,15-24,Minneapolis,54.3
33,Hennepin,10,2007,18,35-44,Minneapolis,54.3
34,Hennepin,10,2007,56,45-54,Minneapolis,54.3
35,Hennepin,10,2007,73,55-64,Minneapolis,54.3
36,Hennepin,10,2007,91,65-74,Minneapolis,54.3
37,Hennepin,10,2007,182,75-84,Minneapolis,54.3
38,Hennepin,10,2007,246,85+,Minneapolis,54.3
39,Hennepin,11,2007,12,1,Minneapolis,34.5
40,Hennepin,11,2007,12,35-44,Minneapolis,34.5
41,Hennepin,11,2007,42,45-54,Minneapolis,34.5
42,Hennepin,11,2007,69,55-64,Minneapolis,34.5
43,Hennepin,11,2007,78,65-74,Minneapolis,34.5
44,Hennepin,11,2007,159,75-84,Minneapolis,34.5
45,Hennepin,11,2007,264,85+,Minneapolis,34.5
46,Ramsey,1,2007,11,1,St Paul,19.6
47,Ramsey,1,2007,22,45-54,St Paul,19.6
48,Ramsey,1,2007,40,55-64,St Paul,19.6
49,Ramsey,1,2007,35,65-74,St Paul,19.6
50,Ramsey,1,2007,89,75-84,St Paul,19.6
51,Ramsey,1,2007,119,85+,St Paul,19.6
52,Hennepin,2,2007,10,25-34,Minneapolis,13.5
53,Hennepin,2,2007,15,35-44,Minneapolis,13.5
54,Hennepin,2,2007,41,45-54,Minneapolis,13.5
55,Hennepin,2,2007,59,55-64,Minneapolis,13.5
56,Hennepin,2,2007,79,65-74,Minneapolis,13.5
57,Hennepin,2,2007,161,75-84,Minneapolis,13.5
58,Hennepin,2,2007,249,85+,Minneapolis,13.5
59,Hennepin,8,2007,10,25-34,Minneapolis,72.1
60,Hennepin,8,2007,23,35-44,Minneapolis,72.1
61,Hennepin,8,2007,41,45-54,Minneapolis,72.1
62,Hennepin,8,2007,68,55-64,Minneapolis,72.1
63,Hennepin,8,2007,83,65-74,Minneapolis,72.1
64,Hennepin,8,2007,179,75-84,Minneapolis,72.1
65,Hennepin,8,2007,202,85+,Minneapolis,72.1
66,Hennepin,9,2007,15,25-34,Minneapolis,64.8
67,Hennepin,9,2007,18,35-44,Minneapolis,64.8
68,Hennepin,9,2007,38,45-54,Minneapolis,64.8
69,Hennepin,9,2007,62,55-64,Minneapolis,64.8
70,Hennepin,9,2007,74,65-74,Minneapolis,64.8
71,Hennepin,9,2007,161,75-84,Minneapolis,64.8
72,Hennepin,9,2007,217,85+,Minneapolis,64.8
73,Ramsey,5,2007,11,25-34,St Paul,64.1
74,Ramsey,5,2007,16,45-54,St Paul,64.1
75,Ramsey,5,2007,30,55-64,St Paul,64.1
76,Ramsey,5,2007,35,65-74,St Paul,64.1
77,Ramsey,5,2007,98,75-84,St Paul,64.1
78,Ramsey,5,2007,118,85+,St Paul,64.1
79,Hennepin,3,2007,24,35-44,Minneapolis,38.4
80,Hennepin,3,2007,43,45-54,Minneapolis,38.4
81,Hennepin,3,2007,70,55-64,Minneapolis,38.4
82,Hennepin,3,2007,91,65-74,Minneapolis,38.4
83,Hennepin,3,2007,147,75-84,Minneapolis,38.4
84,Hennepin,3,2007,246,85+,Minneapolis,38.4
85,Hennepin,4,2007,24,35-44,Minneapolis,47.2
86,Hennepin,4,2007,46,45-54,Minneapolis,47.2
87,Hennepin,4,2007,58,55-64,Minneapolis,47.2
88,Hennepin,4,2007,74,65-74,Minneapolis,47.2
89,Hennepin,4,2007,164,75-84,Minneapolis,47.2
90,Hennepin,4,2007,209,85+,Minneapolis,47.2
91,Hennepin,12,2007,16,35-44,Minneapolis,16.6
92,Hennepin,12,2007,35,45-54,Minneapolis,16.6
93,Hennepin,12,2007,88,55-64,Minneapolis,16.6
94,Hennepin,12,2007,98,65-74,Minneapolis,16.6
95,Hennepin,12,2007,179,75-84,Minneapolis,16.6
96,Hennepin,12,2007,304,85+,Minneapolis,16.6
97,Ramsey,8,2007,12,35-44,St Paul,72.1
98,Ramsey,8,2007,29,45-54,St Paul,72.1
99,Ramsey,8,2007,32,55-64,St Paul,72.1
100,Ramsey,8,2007,37,65-74,St Paul,72.1
101,Ramsey,8,2007,79,75-84,St Paul,72.1
102,Ramsey,8,2007,97,85+,St Paul,72.1
103,Ramsey,10,2007,10,35-44,St Paul,54.3
104,Ramsey,10,2007,15,45-54,St Paul,54.3
105,Ramsey,10,2007,38,55-64,St Paul,54.3
106,Ramsey,10,2007,54,65-74,St Paul,54.3
107,Ramsey,10,2007,92,75-84,St Paul,54.3
108,Ramsey,10,2007,148,85+,St Paul,54.3
109,Ramsey,12,2007,11,35-44,St Paul,16.6
110,Ramsey,12,2007,13,45-54,St Paul,16.6
111,Ramsey,12,2007,38,55-64,St Paul,16.6
112,Ramsey,12,2007,47,65-74,St Paul,16.6
113,Ramsey,12,2007,86,75-84,St Paul,16.6
114,Ramsey,12,2007,134,85+,St Paul,16.6
115,Dakota,1,2007,12,45-54,Hastings,19.1
116,Dakota,1,2007,15,55-64,Hastings,19.1
117,Dakota,1,2007,30,65-74,Hastings,19.1
118,Dakota,1,2007,46,75-84,Hastings,19.1
119,Dakota,1,2007,49,85+,Hastings,19.1
120,Dakota,2,2007,12,45-54,Hastings,11.0
121,Dakota,2,2007,16,55-64,Hastings,11.0
122,Dakota,2,2007,26,65-74,Hastings,11.0
123,Dakota,2,2007,53,75-84,Hastings,11.0
124,Dakota,2,2007,49,85+,Hastings,11.0
125,Dakota,3,2007,12,45-54,Hastings,35.1
126,Dakota,3,2007,27,55-64,Hastings,35.1
127,Dakota,3,2007,30,65-74,Hastings,35.1
128,Dakota,3,2007,50,75-84,Hastings,35.1
129,Dakota,3,2007,65,85+,Hastings,35.1
130,Dakota,5,2007,11,45-54,Hastings,61.5
131,Dakota,5,2007,31,55-64,Hastings,61.5
132,Dakota,5,2007,25,65-74,Hastings,61.5
133,Dakota,5,2007,40,75-84,Hastings,61.5
134,Dakota,5,2007,47,85+,Hastings,61.5
135,Dakota,6,2007,12,45-54,Hastings,70.4
136,Dakota,6,2007,20,55-64,Hastings,70.4
137,Dakota,6,2007,23,65-74,Hastings,70.4
138,Dakota,6,2007,47,75-84,Hastings,70.4
139,Dakota,6,2007,47,85+,Hastings,70.4
140,Dakota,8,2007,14,45-54,Hastings,70.7
141,Dakota,8,2007,21,55-64,Hastings,70.7
142,Dakota,8,2007,23,65-74,Hastings,70.7
143,Dakota,8,2007,41,75-84,Hastings,70.7
144,Dakota,8,2007,41,85+,Hastings,70.7
145,Dakota,9,2007,11,45-54,Hastings,63.7
146,Dakota,9,2007,16,55-64,Hastings,63.7
147,Dakota,9,2007,17,65-74,Hastings,63.7
148,Dakota,9,2007,48,75-84,Hastings,63.7
149,Dakota,9,2007,40,85+,Hastings,63.7
150,Dakota,10,2007,11,45-54,Hastings,54.2
151,Dakota,10,2007,20,55-64,Hastings,54.2
152,Dakota,10,2007,16,65-74,Hastings,54.2
153,Dakota,10,2007,43,75-84,Hastings,54.2
154,Dakota,10,2007,47,85+,Hastings,54.2
155,Dakota,11,2007,15,45-54,Hastings,34.2
156,Dakota,11,2007,23,55-64,Hastings,34.2
157,Dakota,11,2007,24,65-74,Hastings,34.2
158,Dakota,11,2007,42,75-84,Hastings,34.2
159,Dakota,11,2007,42,85+,Hastings,34.2
160,Dakota,12,2007,12,45-54,Hastings,15.6
161,Dakota,12,2007,20,55-64,Hastings,15.6
162,Dakota,12,2007,30,65-74,Hastings,15.6
163,Dakota,12,2007,50,75-84,Hastings,15.6
164,Dakota,12,2007,49,85+,Hastings,15.6
165,Olmsted,8,2007,10,45-54,Rochester,69.8
166,Olmsted,8,2007,12,75-84,Rochester,69.8
167,Olmsted,8,2007,22,85+,Rochester,69.8
168,Olmsted,9,2007,10,45-54,Rochester,63.9
169,Olmsted,9,2007,16,75-84,Rochester,63.9
170,Olmsted,9,2007,18,85+,Rochester,63.9
171,Ramsey,2,2007,21,45-54,St Paul,13.5
172,Ramsey,2,2007,32,55-64,St Paul,13.5
173,Ramsey,2,2007,46,65-74,St Paul,13.5
174,Ramsey,2,2007,74,75-84,St Paul,13.5
175,Ramsey,2,2007,131,85+,St Paul,13.5
176,Ramsey,3,2007,25,45-54,St Paul,38.4
177,Ramsey,3,2007,32,55-64,St Paul,38.4
178,Ramsey,3,2007,38,65-74,St Paul,38.4
179,Ramsey,3,2007,86,75-84,St Paul,38.4
180,Ramsey,3,2007,126,85+,St Paul,38.4
181,Ramsey,4,2007,17,45-54,St Paul,47.2
182,Ramsey,4,2007,35,55-64,St Paul,47.2
183,Ramsey,4,2007,54,65-74,St Paul,47.2
184,Ramsey,4,2007,89,75-84,St Paul,47.2
185,Ramsey,4,2007,108,85+,St Paul,47.2
186,Ramsey,6,2007,19,45-54,St Paul,72.7
187,Ramsey,6,2007,30,55-64,St Paul,72.7
188,Ramsey,6,2007,34,65-74,St Paul,72.7
189,Ramsey,6,2007,62,75-84,St Paul,72.7
190,Ramsey,6,2007,78,85+,St Paul,72.7
191,Ramsey,7,2007,18,45-54,St Paul,76.0
192,Ramsey,7,2007,28,55-64,St Paul,76.0
193,Ramsey,7,2007,33,65-74,St Paul,76.0
194,Ramsey,7,2007,78,75-84,St Paul,76.0
195,Ramsey,7,2007,86,85+,St Paul,76.0
196,Ramsey,9,2007,20,45-54,St Paul,64.8
197,Ramsey,9,2007,31,55-64,St Paul,64.8
198,Ramsey,9,2007,41,65-74,St Paul,64.8
199,Ramsey,9,2007,83,75-84,St Paul,64.8
200,Ramsey,9,2007,94,85+,St Paul,64.8
201,Ramsey,11,2007,20,45-54,St Paul,34.5
202,Ramsey,11,2007,30,55-64,St Paul,34.5
203,Ramsey,11,2007,39,65-74,St Paul,34.5
204,Ramsey,11,2007,103,75-84,St Paul,34.5
205,Ramsey,11,2007,104,85+,St Paul,34.5
206,St. Louis,1,2007,11,45-54,Duluth,13.7
207,St. Louis,1,2007,23,55-64,Duluth,13.7
208,St. Louis,1,2007,17,65-74,Duluth,13.7
209,St. Louis,1,2007,44,75-84,Duluth,13.7
210,St. Louis,1,2007,74,85+,Duluth,13.7
211,St. Louis,2,2007,13,45-54,Duluth,7.9
212,St. Louis,2,2007,15,55-64,Duluth,7.9
213,St. Louis,2,2007,29,65-74,Duluth,7.9
214,St. Louis,2,2007,50,75-84,Duluth,7.9
215,St. Louis,2,2007,45,85+,Duluth,7.9
216,St. Louis,3,2007,15,45-54,Duluth,29.4
217,St. Louis,3,2007,15,55-64,Duluth,29.4
218,St. Louis,3,2007,29,65-74,Duluth,29.4
219,St. Louis,3,2007,46,75-84,Duluth,29.4
220,St. Louis,3,2007,75,85+,Duluth,29.4
221,St. Louis,4,2007,15,45-54,Duluth,38.8
222,St. Louis,4,2007,20,55-64,Duluth,38.8
223,St. Louis,4,2007,17,65-74,Duluth,38.8
224,St. Louis,4,2007,43,75-84,Duluth,38.8
225,St. Louis,4,2007,60,85+,Duluth,38.8
226,St. Louis,6,2007,13,45-54,Duluth,63.1
227,St. Louis,6,2007,19,55-64,Duluth,63.1
228,St. Louis,6,2007,23,65-74,Duluth,63.1
229,St. Louis,6,2007,44,75-84,Duluth,63.1
230,St. Louis,6,2007,47,85+,Duluth,63.1
231,St. Louis,7,2007,11,45-54,Duluth,67.4
232,St. Louis,7,2007,18,55-64,Duluth,67.4
233,St. Louis,7,2007,24,65-74,Duluth,67.4
234,St. Louis,7,2007,35,75-84,Duluth,67.4
235,St. Louis,7,2007,68,85+,Duluth,67.4
236,St. Louis,8,2007,12,45-54,Duluth,65.1
237,St. Louis,8,2007,18,55-64,Duluth,65.1
238,St. Louis,8,2007,22,65-74,Duluth,65.1
239,St. Louis,8,2007,39,75-84,Duluth,65.1
240,St. Louis,8,2007,62,85+,Duluth,65.1
241,St. Louis,9,2007,10,45-54,Duluth,57.4
242,St. Louis,9,2007,16,55-64,Duluth,57.4
243,St. Louis,9,2007,29,65-74,Duluth,57.4
244,St. Louis,9,2007,47,75-84,Duluth,57.4
245,St. Louis,9,2007,82,85+,Duluth,57.4
246,St. Louis,11,2007,16,45-54,Duluth,28.9
247,St. Louis,11,2007,20,55-64,Duluth,28.9
248,St. Louis,11,2007,25,65-74,Duluth,28.9
249,St. Louis,11,2007,50,75-84,Duluth,28.9
250,St. Louis,11,2007,62,85+,Duluth,28.9
251,St. Louis,12,2007,10,45-54,Duluth,13.4
252,St. Louis,12,2007,16,55-64,Duluth,13.4
253,St. Louis,12,2007,20,65-74,Duluth,13.4
254,St. Louis,12,2007,51,75-84,Duluth,13.4
255,St. Louis,12,2007,69,85+,Duluth,13.4
256,Washington,8,2007,11,45-54,Stillwater,68.9
257,Washington,8,2007,14,55-64,Stillwater,68.9
258,Washington,8,2007,19,65-74,Stillwater,68.9
259,Washington,8,2007,21,75-84,Stillwater,68.9
260,Washington,8,2007,30,85+,Stillwater,68.9
261,Washington,9,2007,11,45-54,Stillwater,61.4
262,Washington,9,2007,11,55-64,Stillwater,61.4
263,Washington,9,2007,21,65-74,Stillwater,61.4
264,Washington,9,2007,22,75-84,Stillwater,61.4
265,Washington,9,2007,21,85+,Stillwater,61.4
266,Washington,12,2007,10,45-54,Stillwater,14.8
267,Washington,12,2007,13,55-64,Stillwater,14.8
268,Washington,12,2007,18,65-74,Stillwater,14.8
269,Washington,12,2007,29,75-84,Stillwater,14.8
270,Washington,12,2007,29,85+,Stillwater,14.8
271,Dakota,7,2007,18,55-64,Hastings,73.1
272,Dakota,7,2007,25,65-74,Hastings,73.1
273,Dakota,7,2007,33,75-84,Hastings,73.1
274,Dakota,7,2007,40,85+,Hastings,73.1
275,Itasca,8,2007,10,55-64,Grand Rapids,65.7
276,Itasca,8,2007,11,75-84,Grand Rapids,65.7
277,Itasca,8,2007,11,85+,Grand Rapids,65.7
278,Olmsted,7,2007,10,55-64,Rochester,71.8
279,Olmsted,7,2007,17,75-84,Rochester,71.8
280,Olmsted,7,2007,22,85+,Rochester,71.8
281,St. Louis,5,2007,11,55-64,Duluth,53.9
282,St. Louis,5,2007,15,65-74,Duluth,53.9
283,St. Louis,5,2007,44,75-84,Duluth,53.9
284,St. Louis,5,2007,59,85+,Duluth,53.9
285,St. Louis,10,2007,24,55-64,Duluth,47.7
286,St. Louis,10,2007,21,65-74,Duluth,47.7
287,St. Louis,10,2007,47,75-84,Duluth,47.7
288,St. Louis,10,2007,63,85+,Duluth,47.7
289,Stearns,9,2007,11,55-64,St Cloud,61.0
290,Stearns,9,2007,17,75-84,St Cloud,61.0
291,Stearns,9,2007,18,85+,St Cloud,61.0
292,Washington,1,2007,19,55-64,Stillwater,18.3
293,Washington,1,2007,16,65-74,Stillwater,18.3
294,Washington,1,2007,13,75-84,Stillwater,18.3
295,Washington,1,2007,40,85+,Stillwater,18.3
296,Washington,3,2007,11,55-64,Stillwater,34.8
297,Washington,3,2007,19,65-74,Stillwater,34.8
298,Washington,3,2007,24,75-84,Stillwater,34.8
299,Washington,3,2007,33,85+,Stillwater,34.8
300,Washington,4,2007,12,55-64,Stillwater,44.1
301,Washington,4,2007,16,65-74,Stillwater,44.1
302,Washington,4,2007,27,75-84,Stillwater,44.1
303,Washington,4,2007,26,85+,Stillwater,44.1
304,Washington,7,2007,11,55-64,Stillwater,71.8
305,Washington,7,2007,26,75-84,Stillwater,71.8
306,Washington,7,2007,31,85+,Stillwater,71.8
307,Washington,10,2007,16,55-64,Stillwater,52.6
308,Washington,10,2007,15,65-74,Stillwater,52.6
309,Washington,10,2007,34,75-84,Stillwater,52.6
310,Washington,10,2007,28,85+,Stillwater,52.6
311,Washington,11,2007,11,55-64,Stillwater,33.9
312,Washington,11,2007,17,65-74,Stillwater,33.9
313,Washington,11,2007,23,75-84,Stillwater,33.9
314,Washington,11,2007,35,85+,Stillwater,33.9
315,Crow Wing,3,2007,14,65-74,Brainerd,33.2
316,Crow Wing,3,2007,14,75-84,Brainerd,33.2
317,Crow Wing,3,2007,15,85+,Brainerd,33.2
318,Crow Wing,6,2007,10,65-74,Brainerd,68.7
319,Crow Wing,6,2007,12,75-84,Brainerd,68.7
320,Crow Wing,6,2007,18,85+,Brainerd,68.7
321,Crow Wing,7,2007,10,65-74,Brainerd,73.0
322,Crow Wing,7,2007,13,75-84,Brainerd,73.0
323,Crow Wing,7,2007,14,85+,Brainerd,73.0
324,Crow Wing,8,2007,16,65-74,Brainerd,67.5
325,Crow Wing,8,2007,12,75-84,Brainerd,67.5
326,Crow Wing,8,2007,17,85+,Brainerd,67.5
327,Freeborn,3,2007,10,65-74,Albert Lea,34.3
328,Freeborn,3,2007,15,85+,Albert Lea,34.3
329,Olmsted,1,2007,16,65-74,Rochester,18.3
330,Olmsted,1,2007,20,75-84,Rochester,18.3
331,Olmsted,1,2007,29,85+,Rochester,18.3
332,Olmsted,2,2007,12,65-74,Rochester,10.5
333,Olmsted,2,2007,14,75-84,Rochester,10.5
334,Olmsted,2,2007,30,85+,Rochester,10.5
335,Olmsted,3,2007,15,65-74,Rochester,35.7
336,Olmsted,3,2007,21,75-84,Rochester,35.7
337,Olmsted,3,2007,33,85+,Rochester,35.7
338,Sherburne,6,2007,11,65-74,Elk River,71.9
339,Sherburne,6,2007,12,75-84,Elk River,71.9
340,Sherburne,6,2007,13,85+,Elk River,71.9
341,Stearns,3,2007,13,65-74,St Cloud,34.0
342,Stearns,3,2007,29,75-84,St Cloud,34.0
343,Stearns,3,2007,23,85+,St Cloud,34.0
344,Stearns,4,2007,10,65-74,St Cloud,43.8
345,Stearns,4,2007,21,75-84,St Cloud,43.8
346,Stearns,4,2007,17,85+,St Cloud,43.8
347,Stearns,5,2007,10,65-74,St Cloud,61.1
348,Stearns,5,2007,22,85+,St Cloud,61.1
349,Stearns,6,2007,12,65-74,St Cloud,69.0
350,Stearns,6,2007,20,75-84,St Cloud,69.0
351,Stearns,6,2007,17,85+,St Cloud,69.0
352,Stearns,11,2007,10,65-74,St Cloud,31.2
353,Stearns,11,2007,15,75-84,St Cloud,31.2
354,Stearns,11,2007,27,85+,St Cloud,31.2
355,Stearns,12,2007,14,65-74,St Cloud,11.5
356,Stearns,12,2007,20,75-84,St Cloud,11.5
357,Stearns,12,2007,30,85+,St Cloud,11.5
358,Washington,2,2007,10,65-74,Stillwater,10.7
359,Washington,2,2007,21,75-84,Stillwater,10.7
360,Washington,2,2007,26,85+,Stillwater,10.7
361,Washington,5,2007,11,65-74,Stillwater,60.6
362,Washington,5,2007,23,75-84,Stillwater,60.6
363,Washington,5,2007,28,85+,Stillwater,60.6
364,Washington,6,2007,21,65-74,Stillwater,68.0
365,Washington,6,2007,20,75-84,Stillwater,68.0
366,Washington,6,2007,26,85+,Stillwater,68.0
367,Wright,3,2007,11,65-74,Buffalo,33.5
368,Wright,3,2007,23,85+,Buffalo,33.5
369,Wright,7,2007,10,65-74,Buffalo,72.9
370,Wright,7,2007,11,75-84,Buffalo,72.9
371,Wright,7,2007,11,85+,Buffalo,72.9
372,Wright,8,2007,11,65-74,Buffalo,69.4
373,Wright,8,2007,10,75-84,Buffalo,69.4
374,Wright,8,2007,11,85+,Buffalo,69.4
375,Wright,10,2007,10,65-74,Buffalo,51.5
376,Wright,10,2007,15,75-84,Buffalo,51.5
377,Wright,10,2007,18,85+,Buffalo,51.5
378,Wright,12,2007,14,65-74,Buffalo,13.9
379,Wright,12,2007,13,85+,Buffalo,13.9
380,Carver,3,2007,10,75-84,Chaska,34.2
381,Carver,6,2007,10,75-84,Chaska,69.7
382,Carver,10,2007,13,75-84,Chaska,52.4
383,Carver,10,2007,12,85+,Chaska,52.4
384,Carver,12,2007,12,75-84,Chaska,12.9
385,Carver,12,2007,12,85+,Chaska,12.9
386,Clay,1,2007,15,75-84,Moorhead,13.0
387,Clay,3,2007,11,75-84,Moorhead,31.6
388,Clay,3,2007,14,85+,Moorhead,31.6
389,Clay,4,2007,10,75-84,Moorhead,42.9
390,Clay,8,2007,13,75-84,Moorhead,67.2
391,Clay,8,2007,12,85+,Moorhead,67.2
392,Clay,12,2007,12,75-84,Moorhead,10.3
393,Clay,12,2007,16,85+,Moorhead,10.3
394,Crow Wing,1,2007,18,75-84,Brainerd,15.5
395,Crow Wing,1,2007,17,85+,Brainerd,15.5
396,Crow Wing,2,2007,10,75-84,Brainerd,9.6
397,Crow Wing,4,2007,12,75-84,Brainerd,41.9
398,Crow Wing,4,2007,18,85+,Brainerd,41.9
399,Crow Wing,9,2007,12,75-84,Brainerd,60.2
400,Crow Wing,9,2007,11,85+,Brainerd,60.2
401,Crow Wing,10,2007,14,75-84,Brainerd,50.2
402,Crow Wing,10,2007,15,85+,Brainerd,50.2
403,Crow Wing,11,2007,14,75-84,Brainerd,31.3
404,Crow Wing,11,2007,14,85+,Brainerd,31.3
405,Crow Wing,12,2007,13,75-84,Brainerd,11.2
406,Crow Wing,12,2007,17,85+,Brainerd,11.2
407,Douglas,3,2007,15,75-84,Alexandria,32.4
408,Douglas,3,2007,13,85+,Alexandria,32.4
409,Douglas,5,2007,11,75-84,Alexandria,60.0
410,Douglas,5,2007,12,85+,Alexandria,60.0
411,Freeborn,1,2007,11,75-84,Albert Lea,17.6
412,Freeborn,1,2007,13,85+,Albert Lea,17.6
413,Freeborn,9,2007,11,75-84,Albert Lea,63.6
414,Freeborn,9,2007,12,85+,Albert Lea,63.6
415,Freeborn,10,2007,11,75-84,Albert Lea,53.9
416,Freeborn,10,2007,17,85+,Albert Lea,53.9
417,Freeborn,11,2007,14,75-84,Albert Lea,33.5
418,Goodhue,3,2007,11,75-84,Red Wing,35.9
419,Goodhue,3,2007,13,85+,Red Wing,35.9
420,Goodhue,4,2007,16,75-84,Red Wing,45.9
421,Goodhue,4,2007,11,85+,Red Wing,45.9
422,Goodhue,6,2007,11,75-84,Red Wing,70.5
423,Goodhue,6,2007,18,85+,Red Wing,70.5
424,Goodhue,7,2007,11,75-84,Red Wing,72.7
425,Goodhue,7,2007,14,85+,Red Wing,72.7
426,Goodhue,10,2007,11,75-84,Red Wing,55.0
427,Goodhue,10,2007,15,85+,Red Wing,55.0
428,Goodhue,12,2007,10,75-84,Red Wing,15.9
429,Goodhue,12,2007,22,85+,Red Wing,15.9
430,Itasca,1,2007,12,75-84,Grand Rapids,13.8
431,Itasca,1,2007,18,85+,Grand Rapids,13.8
432,Itasca,2,2007,10,75-84,Grand Rapids,7.9
433,Itasca,2,2007,10,85+,Grand Rapids,7.9
434,Itasca,4,2007,12,75-84,Grand Rapids,40.9
435,Itasca,4,2007,11,85+,Grand Rapids,40.9
436,Itasca,5,2007,13,75-84,Grand Rapids,57.6
437,Itasca,5,2007,11,85+,Grand Rapids,57.6
438,Itasca,7,2007,10,75-84,Grand Rapids,69.8
439,Itasca,7,2007,12,85+,Grand Rapids,69.8
440,Itasca,9,2007,11,75-84,Grand Rapids,57.0
441,Itasca,9,2007,11,85+,Grand Rapids,57.0
442,Itasca,12,2007,11,75-84,Grand Rapids,12.0
443,Itasca,12,2007,17,85+,Grand Rapids,12.0
444,Lyon,12,2007,11,75-84,Marshall,16.4
445,Mower,1,2007,12,75-84,Austin,16.4
446,Mower,1,2007,16,85+,Austin,16.4
447,Mower,3,2007,16,75-84,Austin,33.6
448,Mower,5,2007,12,75-84,Austin,60.6
449,Mower,5,2007,15,85+,Austin,60.6
450,Mower,9,2007,11,75-84,Austin,60.3
451,Mower,9,2007,12,85+,Austin,60.3
452,Mower,12,2007,13,75-84,Austin,14.8
453,Mower,12,2007,17,85+,Austin,14.8
454,Nicollet,1,2007,10,75-84,St Peter,19.2
455,Olmsted,4,2007,17,75-84,Rochester,44.7
456,Olmsted,4,2007,31,85+,Rochester,44.7
457,Olmsted,5,2007,13,75-84,Rochester,62.5
458,Olmsted,5,2007,18,85+,Rochester,62.5
459,Olmsted,6,2007,15,75-84,Rochester,69.3
460,Olmsted,6,2007,23,85+,Rochester,69.3
461,Olmsted,10,2007,20,75-84,Rochester,54.4
462,Olmsted,10,2007,26,85+,Rochester,54.4
463,Olmsted,11,2007,16,75-84,Rochester,33.7
464,Olmsted,11,2007,32,85+,Rochester,33.7
465,Olmsted,12,2007,20,75-84,Rochester,17.0
466,Olmsted,12,2007,23,85+,Rochester,17.0
467,Rice,1,2007,14,75-84,Faribault,18.6
468,Rice,1,2007,22,85+,Faribault,18.6
469,Rice,2,2007,10,75-84,Faribault,10.1
470,Rice,3,2007,12,75-84,Faribault,35.4
471,Rice,3,2007,14,85+,Faribault,35.4
472,Rice,9,2007,11,75-84,Faribault,63.2
473,Rice,9,2007,15,85+,Faribault,63.2
474,Rice,10,2007,10,75-84,Faribault,53.5
475,Rice,10,2007,17,85+,Faribault,53.5
476,Rice,12,2007,16,75-84,Faribault,15.5
477,Rice,12,2007,15,85+,Faribault,15.5
478,Sherburne,4,2007,10,75-84,Elk River,46.2
479,Stearns,1,2007,19,75-84,St Cloud,17.1
480,Stearns,1,2007,17,85+,St Cloud,17.1
481,Stearns,2,2007,26,75-84,St Cloud,10.7
482,Stearns,2,2007,25,85+,St Cloud,10.7
483,Stearns,7,2007,11,75-84,St Cloud,72.3
484,Stearns,7,2007,24,85+,St Cloud,72.3
485,Stearns,8,2007,11,75-84,St Cloud,68.2
486,Stearns,8,2007,13,85+,St Cloud,68.2
487,Stearns,10,2007,15,75-84,St Cloud,50.9
488,Stearns,10,2007,27,85+,St Cloud,50.9
489,Steele,9,2007,10,75-84,Owatonna,63.5
490,Steele,9,2007,11,85+,Owatonna,63.5
491,Todd,9,2007,11,75-84,Long Prairie,58.7
492,Todd,12,2007,10,75-84,Long Prairie,9.5
493,Winona,1,2007,12,75-84,Winona,21.4
494,Winona,1,2007,15,85+,Winona,21.4
495,Winona,4,2007,12,75-84,Winona,45.2
496,Winona,4,2007,13,85+,Winona,45.2
497,Winona,8,2007,12,75-84,Winona,69.6
498,Winona,9,2007,11,75-84,Winona,63.4
499,Winona,9,2007,12,85+,Winona,63.4
500,Winona,11,2007,10,75-84,Winona,34.9
